line_id,subgroup_start_ts,xbar,range,ucl_xbar,lcl_xbar,centerline_xbar,out_of_control
LINE-A,2026-07-02T22:40:00,50.1212,0.0795,50.4457,50.1431,50.2944,1
LINE-A,2026-07-02T23:20:00,50.1236,0.1871,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T00:40:00,50.1218,0.1137,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T02:00:00,50.1235,0.2154,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T02:40:00,50.1116,0.1403,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T04:00:00,50.0836,0.109,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T05:20:00,50.134,0.0936,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T06:00:00,50.1119,0.227,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T07:20:00,50.1353,0.2385,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T08:40:00,50.1104,0.145,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T09:20:00,50.1151,0.1602,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T10:40:00,50.1253,0.1312,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T12:00:00,50.1443,0.1209,50.4457,50.1431,50.2944,0
LINE-A,2026-07-03T12:40:00,50.1527,0.2133,50.4457,50.1431,50.2944,0
LINE-A,2026-07-03T14:00:00,50.162,0.0867,50.4457,50.1431,50.2944,0
LINE-A,2026-07-03T15:20:00,50.1396,0.1626,50.4457,50.1431,50.2944,1
LINE-A,2026-07-03T16:00:00,50.1478,0.3749,50.4457,50.1431,50.2944,0
LINE-A,2026-07-03T17:20:00,50.1639,0.1595,50.4457,50.1431,50.2944,0
LINE-A,2026-07-03T18:40:00,50.1664,0.2634,50.4457,50.1431,50.2944,0
LINE-A,2026-07-03T19:20:00,50.2011,0.1627,50.4457,50.1431,50.2944,0
LINE-A,2026-07-03T20:40:00,50.1544,0.1256,50.4457,50.1431,50.2944,0
LINE-A,2026-07-03T22:00:00,50.1961,0.1286,50.4457,50.1431,50.2944,0
LINE-A,2026-07-03T22:40:00,50.1326,0.0266,50.4457,50.1431,50.2944,1
LINE-A,2026-07-04T00:00:00,50.1486,0.2146,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T01:20:00,50.1589,0.2402,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T02:00:00,50.1832,0.1504,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T03:20:00,50.1777,0.244,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T04:40:00,50.1895,0.1937,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T05:20:00,50.1772,0.2625,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T06:40:00,50.1429,0.1719,50.4457,50.1431,50.2944,1
LINE-A,2026-07-04T08:00:00,50.197,0.2952,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T08:40:00,50.1652,0.1598,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T10:00:00,50.1849,0.1782,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T11:20:00,50.1895,0.0998,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T12:00:00,50.1765,0.2654,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T13:20:00,50.2254,0.3615,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T14:40:00,50.2108,0.175,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T15:20:00,50.223,0.1885,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T16:40:00,50.2164,0.2439,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T18:00:00,50.2426,0.1022,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T18:40:00,50.2071,0.145,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T20:00:00,50.2277,0.1492,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T21:20:00,50.2127,0.2203,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T22:00:00,50.2414,0.125,50.4457,50.1431,50.2944,0
LINE-A,2026-07-04T23:20:00,50.2183,0.2687,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T00:40:00,50.2546,0.2206,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T01:20:00,50.1989,0.1628,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T02:40:00,50.2118,0.2737,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T04:00:00,50.2802,0.245,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T04:40:00,50.2453,0.291,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T06:00:00,50.2081,0.1673,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T07:20:00,50.2446,0.1621,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T08:00:00,50.2201,0.2888,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T09:20:00,50.2417,0.2191,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T10:40:00,50.2782,0.2328,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T11:20:00,50.268,0.2442,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T12:40:00,50.2481,0.2728,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T14:00:00,50.2755,0.3113,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T14:40:00,50.2694,0.2678,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T16:00:00,50.2647,0.2136,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T17:20:00,50.2867,0.2479,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T18:00:00,50.277,0.1601,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T19:20:00,50.2813,0.1862,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T20:40:00,50.2947,0.1787,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T21:20:00,50.2686,0.1944,50.4457,50.1431,50.2944,0
LINE-A,2026-07-05T22:40:00,50.279,0.2025,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T00:00:00,50.3185,0.2612,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T00:40:00,50.2646,0.2506,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T02:00:00,50.2659,0.177,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T03:20:00,50.2802,0.141,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T04:00:00,50.2806,0.2194,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T05:20:00,50.2853,0.3255,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T06:40:00,50.3255,0.3408,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T07:20:00,50.2882,0.2989,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T08:40:00,50.2753,0.2399,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T10:00:00,50.3041,0.288,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T10:40:00,50.2603,0.2668,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T12:00:00,50.2803,0.2847,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T13:20:00,50.3179,0.3137,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T14:00:00,50.3025,0.4286,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T15:20:00,50.3065,0.2821,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T16:40:00,50.3362,0.2705,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T17:20:00,50.3105,0.2461,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T18:40:00,50.2924,0.2391,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T20:00:00,50.3135,0.362,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T20:40:00,50.3113,0.2119,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T22:00:00,50.3137,0.2886,50.4457,50.1431,50.2944,0
LINE-A,2026-07-06T23:20:00,50.3372,0.1926,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T00:00:00,50.3261,0.2646,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T01:20:00,50.2784,0.3775,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T02:40:00,50.3524,0.3184,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T03:20:00,50.301,0.205,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T04:40:00,50.3298,0.2354,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T06:00:00,50.3709,0.2118,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T06:40:00,50.3916,0.4085,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T08:00:00,50.2918,0.3275,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T09:20:00,50.3776,0.2803,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T10:00:00,50.3561,0.4187,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T11:20:00,50.3805,0.2188,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T12:40:00,50.3922,0.3212,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T13:20:00,50.3464,0.3605,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T14:40:00,50.3451,0.3876,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T16:00:00,50.3874,0.4204,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T16:40:00,50.3156,0.371,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T18:00:00,50.3633,0.3047,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T19:20:00,50.4267,0.299,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T20:00:00,50.3735,0.3265,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T21:20:00,50.3404,0.2983,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T22:40:00,50.3854,0.2689,50.4457,50.1431,50.2944,0
LINE-A,2026-07-07T23:20:00,50.3746,0.3123,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T00:40:00,50.3779,0.3549,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T02:00:00,50.4021,0.4051,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T02:40:00,50.4392,0.299,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T04:00:00,50.3524,0.3618,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T05:20:00,50.3708,0.2533,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T06:00:00,50.3574,0.3016,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T07:20:00,50.3569,0.3355,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T08:40:00,50.446,0.2113,50.4457,50.1431,50.2944,1
LINE-A,2026-07-08T09:20:00,50.379,0.237,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T10:40:00,50.3926,0.3372,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T12:00:00,50.4858,0.3108,50.4457,50.1431,50.2944,1
LINE-A,2026-07-08T12:40:00,50.394,0.3964,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T14:00:00,50.4004,0.2828,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T15:20:00,50.4812,0.3856,50.4457,50.1431,50.2944,1
LINE-A,2026-07-08T16:00:00,50.4154,0.3529,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T17:20:00,50.4118,0.2386,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T18:40:00,50.4335,0.3786,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T19:20:00,50.4081,0.289,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T20:40:00,50.3984,0.3558,50.4457,50.1431,50.2944,0
LINE-A,2026-07-08T22:00:00,50.4496,0.2989,50.4457,50.1431,50.2944,1
LINE-A,2026-07-08T22:40:00,50.4566,0.5546,50.4457,50.1431,50.2944,1
LINE-A,2026-07-09T00:00:00,50.4312,0.3773,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T01:20:00,50.4324,0.4714,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T02:00:00,50.4233,0.3989,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T03:20:00,50.4695,0.45,50.4457,50.1431,50.2944,1
LINE-A,2026-07-09T04:40:00,50.4596,0.5022,50.4457,50.1431,50.2944,1
LINE-A,2026-07-09T05:20:00,50.4345,0.3903,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T06:40:00,50.418,0.5004,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T08:00:00,50.5316,0.3368,50.4457,50.1431,50.2944,1
LINE-A,2026-07-09T08:40:00,50.3514,0.5439,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T10:00:00,50.3507,0.3707,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T11:20:00,50.2757,0.5252,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T12:00:00,50.2448,0.4894,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T13:20:00,50.3637,0.5055,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T14:40:00,50.2774,0.6236,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T15:20:00,50.212,0.513,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T16:40:00,50.3359,0.5569,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T18:00:00,50.3474,0.4812,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T18:40:00,50.246,0.6384,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T20:00:00,50.3834,0.5823,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T21:20:00,50.2847,0.5296,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T22:00:00,50.2537,0.5576,50.4457,50.1431,50.2944,0
LINE-A,2026-07-09T23:20:00,50.3718,0.5346,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T00:40:00,50.3195,0.6373,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T01:20:00,50.2648,0.4525,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T02:40:00,50.3838,0.5017,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T04:00:00,50.314,0.5203,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T04:40:00,50.2651,0.6192,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T06:00:00,50.3943,0.5473,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T07:20:00,50.3525,0.5304,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T08:00:00,50.3011,0.3578,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T09:20:00,50.4128,0.5158,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T10:40:00,50.3428,0.5153,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T11:20:00,50.3101,0.525,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T12:40:00,50.3844,0.4949,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T14:00:00,50.0931,0.3077,50.4457,50.1431,50.2944,1
LINE-A,2026-07-10T14:40:00,50.1563,0.3083,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T16:00:00,50.135,0.2364,50.4457,50.1431,50.2944,1
LINE-A,2026-07-10T17:20:00,50.1164,0.3675,50.4457,50.1431,50.2944,1
LINE-A,2026-07-10T18:00:00,50.1313,0.3846,50.4457,50.1431,50.2944,1
LINE-A,2026-07-10T19:20:00,50.186,0.2986,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T20:40:00,50.1374,0.3926,50.4457,50.1431,50.2944,1
LINE-A,2026-07-10T21:20:00,50.1728,0.2479,50.4457,50.1431,50.2944,0
LINE-A,2026-07-10T22:40:00,50.1567,0.2588,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T00:00:00,50.1124,0.2551,50.4457,50.1431,50.2944,1
LINE-A,2026-07-11T00:40:00,50.1766,0.2121,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T02:00:00,50.1622,0.3238,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T03:20:00,50.1508,0.235,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T04:00:00,50.1643,0.3179,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T05:20:00,50.1413,0.2967,50.4457,50.1431,50.2944,1
LINE-A,2026-07-11T06:40:00,50.1376,0.3112,50.4457,50.1431,50.2944,1
LINE-A,2026-07-11T07:20:00,50.2,0.2612,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T08:40:00,50.1976,0.2933,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T10:00:00,50.1366,0.2282,50.4457,50.1431,50.2944,1
LINE-A,2026-07-11T10:40:00,50.1898,0.3062,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T12:00:00,50.1636,0.2322,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T13:20:00,50.1494,0.3472,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T14:00:00,50.2226,0.2652,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T15:20:00,50.1919,0.3022,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T16:40:00,50.1376,0.2921,50.4457,50.1431,50.2944,1
LINE-A,2026-07-11T17:20:00,50.213,0.3454,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T18:40:00,50.211,0.3368,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T20:00:00,50.1905,0.2432,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T20:40:00,50.2156,0.3923,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T22:00:00,50.211,0.3833,50.4457,50.1431,50.2944,0
LINE-A,2026-07-11T23:20:00,50.2108,0.2153,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T00:00:00,50.1953,0.3213,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T01:20:00,50.2169,0.338,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T02:40:00,50.1817,0.2504,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T03:20:00,50.2187,0.2692,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T04:40:00,50.2229,0.2661,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T06:00:00,50.1588,0.1617,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T06:40:00,50.2174,0.3617,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T08:00:00,50.2143,0.2506,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T09:20:00,50.1757,0.2661,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T10:00:00,50.2754,0.3138,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T11:20:00,50.2323,0.4197,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T12:40:00,50.2017,0.274,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T13:20:00,50.248,0.3531,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T14:40:00,50.2746,0.2571,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T16:00:00,50.2243,0.2909,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T16:40:00,50.2657,0.2972,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T18:00:00,50.2271,0.3433,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T19:20:00,50.239,0.4214,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T20:00:00,50.3024,0.2708,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T21:20:00,50.227,0.4583,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T22:40:00,50.193,0.3283,50.4457,50.1431,50.2944,0
LINE-A,2026-07-12T23:20:00,50.2906,0.3583,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T00:40:00,50.2874,0.3301,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T02:00:00,50.1935,0.2249,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T02:40:00,50.3215,0.3242,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T04:00:00,50.244,0.287,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T05:20:00,50.2657,0.1916,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T06:00:00,50.2674,0.3054,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T07:20:00,50.2491,0.31,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T08:40:00,50.2597,0.2176,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T09:20:00,50.2791,0.2978,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T10:40:00,50.2603,0.2968,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T12:00:00,50.2908,0.2773,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T12:40:00,50.2963,0.3545,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T14:00:00,50.2454,0.2389,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T15:20:00,50.245,0.345,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T16:00:00,50.3059,0.389,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T17:20:00,50.2535,0.269,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T18:40:00,50.2563,0.3159,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T19:20:00,50.303,0.3602,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T20:40:00,50.2586,0.324,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T22:00:00,50.2416,0.374,50.4457,50.1431,50.2944,0
LINE-A,2026-07-13T22:40:00,50.3271,0.1495,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T00:00:00,50.3271,0.3401,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T01:20:00,50.2752,0.2669,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T02:00:00,50.3182,0.3637,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T03:20:00,50.2844,0.3395,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T04:40:00,50.29,0.1694,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T05:20:00,50.2749,0.2954,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T06:40:00,50.3322,0.2482,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T08:00:00,50.3039,0.3529,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T08:40:00,50.3206,0.2714,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T10:00:00,50.2557,0.4315,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T11:20:00,50.3273,0.1985,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T12:00:00,50.3234,0.2367,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T13:20:00,50.2976,0.2162,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T14:40:00,50.3006,0.1673,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T15:20:00,50.3412,0.3514,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T16:40:00,50.305,0.211,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T18:00:00,50.3248,0.1827,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T18:40:00,50.3515,0.2182,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T20:00:00,50.3476,0.3351,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T21:20:00,50.292,0.2052,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T22:00:00,50.3656,0.3065,50.4457,50.1431,50.2944,0
LINE-A,2026-07-14T23:20:00,50.3611,0.2734,50.4457,50.1431,50.2944,0
