machine_id,line_id,measured_ts,part_dimension_mm,in_spec
MCH0001,LINE-A,2026-07-03T08:40:00,50.0758,1
MCH0001,LINE-A,2026-07-03T09:20:00,50.0879,1
MCH0001,LINE-A,2026-07-03T10:00:00,50.1333,1
MCH0001,LINE-A,2026-07-03T10:40:00,50.1576,1
MCH0001,LINE-A,2026-07-03T11:20:00,50.1319,1
MCH0001,LINE-A,2026-07-03T12:00:00,50.1249,1
MCH0001,LINE-A,2026-07-03T12:40:00,50.2188,1
MCH0001,LINE-A,2026-07-03T13:20:00,50.2407,1
MCH0001,LINE-A,2026-07-03T14:00:00,50.2438,1
MCH0001,LINE-A,2026-07-03T14:40:00,50.1814,1
MCH0001,LINE-A,2026-07-03T15:20:00,50.1399,1
MCH0001,LINE-A,2026-07-03T16:00:00,50.1457,1
MCH0001,LINE-A,2026-07-03T16:40:00,50.1097,1
MCH0001,LINE-A,2026-07-03T17:20:00,50.2441,1
MCH0001,LINE-A,2026-07-03T18:00:00,50.229,1
MCH0001,LINE-A,2026-07-03T18:40:00,50.2158,1
MCH0001,LINE-A,2026-07-03T19:20:00,50.2607,1
MCH0001,LINE-A,2026-07-03T20:00:00,50.2493,1
MCH0001,LINE-A,2026-07-03T20:40:00,50.2783,1
MCH0001,LINE-A,2026-07-03T21:20:00,50.2195,1
MCH0001,LINE-A,2026-07-03T22:00:00,50.2061,1
MCH0001,LINE-A,2026-07-03T22:40:00,50.1851,1
MCH0001,LINE-A,2026-07-03T23:20:00,50.135,1
MCH0001,LINE-A,2026-07-04T00:00:00,50.1431,1
MCH0001,LINE-A,2026-07-04T00:40:00,50.2288,1
MCH0001,LINE-A,2026-07-04T01:20:00,50.1069,1
MCH0001,LINE-A,2026-07-04T02:00:00,50.2413,1
MCH0001,LINE-A,2026-07-04T02:40:00,50.1912,1
MCH0001,LINE-A,2026-07-04T03:20:00,50.2326,1
MCH0001,LINE-A,2026-07-04T04:00:00,50.1878,1
MCH0001,LINE-A,2026-07-04T04:40:00,50.1899,1
MCH0001,LINE-A,2026-07-04T05:20:00,50.2611,1
MCH0001,LINE-A,2026-07-04T06:00:00,50.2185,1
MCH0001,LINE-A,2026-07-04T06:40:00,50.3153,0
MCH0001,LINE-A,2026-07-04T07:20:00,50.1183,1
MCH0001,LINE-A,2026-07-04T08:00:00,50.326,0
MCH0001,LINE-A,2026-07-04T08:40:00,50.2363,1
MCH0001,LINE-A,2026-07-04T09:20:00,50.1657,1
MCH0001,LINE-A,2026-07-04T10:00:00,50.2488,1
MCH0001,LINE-A,2026-07-04T10:40:00,50.3049,0
MCH0001,LINE-A,2026-07-04T11:20:00,50.1486,1
MCH0001,LINE-A,2026-07-04T12:00:00,50.1881,1
MCH0001,LINE-A,2026-07-04T12:40:00,50.1684,1
MCH0001,LINE-A,2026-07-04T13:20:00,50.2065,1
MCH0001,LINE-A,2026-07-04T14:00:00,50.4394,0
MCH0001,LINE-A,2026-07-04T14:40:00,50.2439,1
MCH0001,LINE-A,2026-07-04T15:20:00,50.3035,0
MCH0001,LINE-A,2026-07-04T16:00:00,50.2774,1
MCH0001,LINE-A,2026-07-04T16:40:00,50.2621,1
MCH0001,LINE-A,2026-07-04T17:20:00,50.3118,0
MCH0001,LINE-A,2026-07-04T18:00:00,50.2379,1
MCH0001,LINE-A,2026-07-04T18:40:00,50.2901,1
MCH0001,LINE-A,2026-07-04T19:20:00,50.2478,1
MCH0001,LINE-A,2026-07-04T20:00:00,50.2228,1
MCH0001,LINE-A,2026-07-04T20:40:00,50.3027,0
MCH0001,LINE-A,2026-07-04T21:20:00,50.3025,0
MCH0001,LINE-A,2026-07-04T22:00:00,50.2394,1
MCH0001,LINE-A,2026-07-04T22:40:00,50.2712,1
MCH0001,LINE-A,2026-07-04T23:20:00,50.3154,0
MCH0001,LINE-A,2026-07-05T00:00:00,50.3696,0
MCH0001,LINE-A,2026-07-05T00:40:00,50.2365,1
MCH0001,LINE-A,2026-07-05T01:20:00,50.341,0
MCH0001,LINE-A,2026-07-05T02:00:00,50.2767,1
MCH0001,LINE-A,2026-07-05T02:40:00,50.1401,1
MCH0001,LINE-A,2026-07-05T03:20:00,50.3423,0
MCH0001,LINE-A,2026-07-05T04:00:00,50.2838,1
MCH0001,LINE-A,2026-07-05T04:40:00,50.3965,0
MCH0001,LINE-A,2026-07-05T05:20:00,50.3018,0
MCH0001,LINE-A,2026-07-05T06:00:00,50.3933,0
MCH0001,LINE-A,2026-07-05T06:40:00,50.2574,1
MCH0001,LINE-A,2026-07-05T07:20:00,50.3291,0
MCH0001,LINE-A,2026-07-05T08:00:00,50.2459,1
MCH0001,LINE-A,2026-07-05T08:40:00,50.3466,0
MCH0001,LINE-A,2026-07-05T09:20:00,50.256,1
MCH0001,LINE-A,2026-07-05T10:00:00,50.3574,0
MCH0001,LINE-A,2026-07-05T10:40:00,50.3653,0
MCH0001,LINE-A,2026-07-05T11:20:00,50.369,0
MCH0001,LINE-A,2026-07-05T12:00:00,50.3195,0
MCH0001,LINE-A,2026-07-05T12:40:00,50.3859,0
MCH0001,LINE-A,2026-07-05T13:20:00,50.3405,0
MCH0001,LINE-A,2026-07-05T14:00:00,50.288,1
MCH0001,LINE-A,2026-07-05T14:40:00,50.3854,0
MCH0001,LINE-A,2026-07-05T15:20:00,50.4,0
MCH0001,LINE-A,2026-07-05T16:00:00,50.357,0
MCH0001,LINE-A,2026-07-05T16:40:00,50.3851,0
MCH0001,LINE-A,2026-07-05T17:20:00,50.389,0
MCH0001,LINE-A,2026-07-05T18:00:00,50.3436,0
MCH0001,LINE-A,2026-07-05T18:40:00,50.3343,0
MCH0001,LINE-A,2026-07-05T19:20:00,50.3396,0
MCH0001,LINE-A,2026-07-05T20:00:00,50.3764,0
MCH0001,LINE-A,2026-07-05T20:40:00,50.2833,1
MCH0001,LINE-A,2026-07-05T21:20:00,50.4241,0
MCH0001,LINE-A,2026-07-05T22:00:00,50.313,0
MCH0001,LINE-A,2026-07-05T22:40:00,50.3222,0
MCH0001,LINE-A,2026-07-05T23:20:00,50.3732,0
MCH0001,LINE-A,2026-07-06T00:00:00,50.388,0
MCH0001,LINE-A,2026-07-06T00:40:00,50.333,0
MCH0001,LINE-A,2026-07-06T01:20:00,50.357,0
MCH0001,LINE-A,2026-07-06T02:00:00,50.3775,0
MCH0001,LINE-A,2026-07-06T02:40:00,50.3509,0
MCH0001,LINE-A,2026-07-06T03:20:00,50.3192,0
MCH0001,LINE-A,2026-07-06T04:00:00,50.3174,0
MCH0001,LINE-A,2026-07-06T04:40:00,50.374,0
MCH0001,LINE-A,2026-07-06T05:20:00,50.3188,0
MCH0001,LINE-A,2026-07-06T06:00:00,50.4478,0
MCH0001,LINE-A,2026-07-06T06:40:00,50.3978,0
MCH0001,LINE-A,2026-07-06T07:20:00,50.4775,0
MCH0001,LINE-A,2026-07-06T08:00:00,50.285,1
MCH0001,LINE-A,2026-07-06T08:40:00,50.4627,0
MCH0001,LINE-A,2026-07-06T09:20:00,50.3877,0
MCH0001,LINE-A,2026-07-06T10:00:00,50.306,0
MCH0001,LINE-A,2026-07-06T10:40:00,50.4271,0
MCH0001,LINE-A,2026-07-06T11:20:00,50.3564,0
MCH0001,LINE-A,2026-07-06T12:00:00,50.3503,0
MCH0001,LINE-A,2026-07-06T12:40:00,50.4126,0
MCH0001,LINE-A,2026-07-06T13:20:00,50.42,0
MCH0001,LINE-A,2026-07-06T14:00:00,50.3661,0
MCH0001,LINE-A,2026-07-06T14:40:00,50.4549,0
MCH0001,LINE-A,2026-07-06T15:20:00,50.5032,0
MCH0001,LINE-A,2026-07-06T16:00:00,50.4504,0
MCH0001,LINE-A,2026-07-06T16:40:00,50.3786,0
MCH0001,LINE-A,2026-07-06T17:20:00,50.4402,0
MCH0001,LINE-A,2026-07-06T18:00:00,50.3743,0
MCH0001,LINE-A,2026-07-06T18:40:00,50.4429,0
MCH0001,LINE-A,2026-07-06T19:20:00,50.4183,0
MCH0001,LINE-A,2026-07-06T20:00:00,50.4301,0
MCH0001,LINE-A,2026-07-06T20:40:00,50.4163,0
MCH0001,LINE-A,2026-07-06T21:20:00,50.4029,0
MCH0001,LINE-A,2026-07-06T22:00:00,50.3814,0
MCH0001,LINE-A,2026-07-06T22:40:00,50.4739,0
MCH0001,LINE-A,2026-07-06T23:20:00,50.4132,0
MCH0001,LINE-A,2026-07-07T00:00:00,50.3367,0
MCH0001,LINE-A,2026-07-07T00:40:00,50.4831,0
MCH0001,LINE-A,2026-07-07T01:20:00,50.3544,0
MCH0001,LINE-A,2026-07-07T02:00:00,50.4618,0
MCH0001,LINE-A,2026-07-07T02:40:00,50.4947,0
MCH0001,LINE-A,2026-07-07T03:20:00,50.3596,0
MCH0001,LINE-A,2026-07-07T04:00:00,50.3729,0
MCH0001,LINE-A,2026-07-07T04:40:00,50.3733,0
MCH0001,LINE-A,2026-07-07T05:20:00,50.3926,0
MCH0001,LINE-A,2026-07-07T06:00:00,50.4173,0
MCH0001,LINE-A,2026-07-07T06:40:00,50.4362,0
MCH0001,LINE-A,2026-07-07T07:20:00,50.596,0
MCH0001,LINE-A,2026-07-07T08:00:00,50.5033,0
MCH0001,LINE-A,2026-07-07T08:40:00,50.4227,0
MCH0001,LINE-A,2026-07-07T09:20:00,50.3686,0
MCH0001,LINE-A,2026-07-07T10:00:00,50.437,0
MCH0001,LINE-A,2026-07-07T10:40:00,50.562,0
MCH0001,LINE-A,2026-07-07T11:20:00,50.4474,0
MCH0001,LINE-A,2026-07-07T12:00:00,50.4397,0
MCH0001,LINE-A,2026-07-07T12:40:00,50.4365,0
MCH0001,LINE-A,2026-07-07T13:20:00,50.4919,0
MCH0001,LINE-A,2026-07-07T14:00:00,50.4815,0
MCH0001,LINE-A,2026-07-07T14:40:00,50.4836,0
MCH0001,LINE-A,2026-07-07T15:20:00,50.5346,0
MCH0001,LINE-A,2026-07-07T16:00:00,50.4919,0
MCH0001,LINE-A,2026-07-07T16:40:00,50.588,0
MCH0001,LINE-A,2026-07-07T17:20:00,50.4262,0
MCH0001,LINE-A,2026-07-07T18:00:00,50.476,0
MCH0001,LINE-A,2026-07-07T18:40:00,50.5,0
MCH0001,LINE-A,2026-07-07T19:20:00,50.4416,0
MCH0001,LINE-A,2026-07-07T20:00:00,50.5201,0
MCH0001,LINE-A,2026-07-07T20:40:00,50.5249,0
MCH0001,LINE-A,2026-07-07T21:20:00,50.5079,0
MCH0001,LINE-A,2026-07-07T22:00:00,50.4905,0
MCH0001,LINE-A,2026-07-07T22:40:00,50.4628,0
MCH0001,LINE-A,2026-07-07T23:20:00,50.4754,0
MCH0001,LINE-A,2026-07-08T00:00:00,50.4698,0
MCH0001,LINE-A,2026-07-08T00:40:00,50.5061,0
MCH0001,LINE-A,2026-07-08T01:20:00,50.5695,0
MCH0001,LINE-A,2026-07-08T02:00:00,50.4573,0
MCH0001,LINE-A,2026-07-08T02:40:00,50.5668,0
MCH0001,LINE-A,2026-07-08T03:20:00,50.5653,0
MCH0001,LINE-A,2026-07-08T04:00:00,50.5887,0
MCH0001,LINE-A,2026-07-08T04:40:00,50.4811,0
MCH0001,LINE-A,2026-07-08T05:20:00,50.4697,0
MCH0001,LINE-A,2026-07-08T06:00:00,50.4181,0
MCH0001,LINE-A,2026-07-08T06:40:00,50.4929,0
MCH0001,LINE-A,2026-07-08T07:20:00,50.5281,0
MCH0001,LINE-A,2026-07-08T08:00:00,50.4893,0
MCH0001,LINE-A,2026-07-08T08:40:00,50.5193,0
MCH0001,LINE-A,2026-07-08T09:20:00,50.4962,0
MCH0001,LINE-A,2026-07-08T10:00:00,50.4571,0
MCH0001,LINE-A,2026-07-08T10:40:00,50.4262,0
MCH0001,LINE-A,2026-07-08T11:20:00,50.5637,0
MCH0001,LINE-A,2026-07-08T12:00:00,50.59,0
MCH0001,LINE-A,2026-07-08T12:40:00,50.5107,0
MCH0001,LINE-A,2026-07-08T13:20:00,50.5223,0
MCH0001,LINE-A,2026-07-08T14:00:00,50.5276,0
MCH0001,LINE-A,2026-07-08T14:40:00,50.5415,0
MCH0001,LINE-A,2026-07-08T15:20:00,50.6379,0
MCH0001,LINE-A,2026-07-08T16:00:00,50.5964,0
MCH0001,LINE-A,2026-07-08T16:40:00,50.5247,0
MCH0001,LINE-A,2026-07-08T17:20:00,50.5293,0
MCH0001,LINE-A,2026-07-08T18:00:00,50.5144,0
MCH0001,LINE-A,2026-07-08T18:40:00,50.5004,0
MCH0001,LINE-A,2026-07-08T19:20:00,50.5794,0
MCH0001,LINE-A,2026-07-08T20:00:00,50.5182,0
MCH0001,LINE-A,2026-07-08T20:40:00,50.5113,0
MCH0001,LINE-A,2026-07-08T21:20:00,50.5789,0
MCH0001,LINE-A,2026-07-08T22:00:00,50.4667,0
MCH0001,LINE-A,2026-07-08T22:40:00,50.5391,0
MCH0001,LINE-A,2026-07-08T23:20:00,50.5899,0
MCH0001,LINE-A,2026-07-09T00:00:00,50.7458,0
MCH0001,LINE-A,2026-07-09T00:40:00,50.6361,0
MCH0001,LINE-A,2026-07-09T01:20:00,50.6367,0
MCH0001,LINE-A,2026-07-09T02:00:00,50.505,0
MCH0001,LINE-A,2026-07-09T02:40:00,50.546,0
MCH0001,LINE-A,2026-07-09T03:20:00,50.6191,0
MCH0001,LINE-A,2026-07-09T04:00:00,50.6769,0
MCH0001,LINE-A,2026-07-09T04:40:00,50.5038,0
MCH0001,LINE-A,2026-07-09T05:20:00,50.5777,0
MCH0001,LINE-A,2026-07-09T06:00:00,50.5483,0
MCH0001,LINE-A,2026-07-09T06:40:00,50.6044,0
MCH0001,LINE-A,2026-07-09T07:20:00,50.6552,0
MCH0001,LINE-A,2026-07-09T08:00:00,50.5336,0
MCH0001,LINE-A,2026-07-09T08:40:00,50.68,0
MCH0001,LINE-A,2026-07-09T09:20:00,50.6453,0
MCH0001,LINE-A,2026-07-09T10:00:00,50.1014,1
MCH0001,LINE-A,2026-07-09T10:40:00,50.1501,1
MCH0001,LINE-A,2026-07-09T11:20:00,50.0173,1
MCH0001,LINE-A,2026-07-09T12:00:00,50.068,1
MCH0001,LINE-A,2026-07-09T12:40:00,50.0293,1
MCH0001,LINE-A,2026-07-09T13:20:00,50.0812,1
MCH0001,LINE-A,2026-07-09T14:00:00,50.0623,1
MCH0001,LINE-A,2026-07-09T14:40:00,49.9657,1
MCH0001,LINE-A,2026-07-09T15:20:00,50.0799,1
MCH0001,LINE-A,2026-07-09T16:00:00,50.0606,1
MCH0001,LINE-A,2026-07-09T16:40:00,49.9978,1
MCH0001,LINE-A,2026-07-09T17:20:00,50.0709,1
MCH0001,LINE-A,2026-07-09T18:00:00,50.1239,1
MCH0001,LINE-A,2026-07-09T18:40:00,50.1178,1
MCH0001,LINE-A,2026-07-09T19:20:00,49.9765,1
MCH0001,LINE-A,2026-07-09T20:00:00,50.0305,1
MCH0001,LINE-A,2026-07-09T20:40:00,50.0758,1
MCH0001,LINE-A,2026-07-09T21:20:00,50.0285,1
MCH0001,LINE-A,2026-07-09T22:00:00,50.0986,1
MCH0001,LINE-A,2026-07-09T22:40:00,50.1011,1
MCH0001,LINE-A,2026-07-09T23:20:00,50.0332,1
MCH0001,LINE-A,2026-07-10T00:00:00,50.1107,1
MCH0001,LINE-A,2026-07-10T00:40:00,50.2149,1
MCH0001,LINE-A,2026-07-10T01:20:00,49.9726,1
MCH0001,LINE-A,2026-07-10T02:00:00,50.1302,1
MCH0001,LINE-A,2026-07-10T02:40:00,50.0801,1
MCH0001,LINE-A,2026-07-10T03:20:00,50.1179,1
MCH0001,LINE-A,2026-07-10T04:00:00,50.0591,1
MCH0001,LINE-A,2026-07-10T04:40:00,50.1122,1
MCH0001,LINE-A,2026-07-10T05:20:00,50.0302,1
MCH0001,LINE-A,2026-07-10T06:00:00,50.0872,1
MCH0001,LINE-A,2026-07-10T06:40:00,50.0718,1
MCH0001,LINE-A,2026-07-10T07:20:00,50.1087,1
MCH0001,LINE-A,2026-07-10T08:00:00,50.1227,1
MCH0001,LINE-A,2026-07-10T08:40:00,50.1511,1
MCH0001,LINE-A,2026-07-10T09:20:00,50.1661,1
MCH0001,LINE-A,2026-07-10T10:00:00,50.1626,1
MCH0001,LINE-A,2026-07-10T10:40:00,50.1167,1
MCH0001,LINE-A,2026-07-10T11:20:00,50.1027,1
MCH0001,LINE-A,2026-07-10T12:00:00,50.1494,1
MCH0001,LINE-A,2026-07-10T12:40:00,50.1501,1
MCH0001,LINE-A,2026-07-10T13:20:00,50.142,1
MCH0001,LINE-A,2026-07-10T14:00:00,50.0692,1
MCH0001,LINE-A,2026-07-10T14:40:00,50.1079,1
MCH0001,LINE-A,2026-07-10T15:20:00,50.0268,1
MCH0001,LINE-A,2026-07-10T16:00:00,50.1634,1
MCH0001,LINE-A,2026-07-10T16:40:00,50.0974,1
MCH0001,LINE-A,2026-07-10T17:20:00,50.0862,1
MCH0001,LINE-A,2026-07-10T18:00:00,50.0501,1
MCH0001,LINE-A,2026-07-10T18:40:00,50.0433,1
MCH0001,LINE-A,2026-07-10T19:20:00,50.1327,1
MCH0001,LINE-A,2026-07-10T20:00:00,50.1464,1
MCH0001,LINE-A,2026-07-10T20:40:00,50.1824,1
MCH0001,LINE-A,2026-07-10T21:20:00,50.1646,1
MCH0001,LINE-A,2026-07-10T22:00:00,50.0594,1
MCH0001,LINE-A,2026-07-10T22:40:00,50.1469,1
MCH0001,LINE-A,2026-07-10T23:20:00,50.1501,1
MCH0001,LINE-A,2026-07-11T00:00:00,50.1324,1
MCH0001,LINE-A,2026-07-11T00:40:00,50.1262,1
MCH0001,LINE-A,2026-07-11T01:20:00,50.1698,1
MCH0001,LINE-A,2026-07-11T02:00:00,50.177,1
MCH0001,LINE-A,2026-07-11T02:40:00,50.1825,1
MCH0001,LINE-A,2026-07-11T03:20:00,50.1191,1
MCH0001,LINE-A,2026-07-11T04:00:00,50.1357,1
MCH0001,LINE-A,2026-07-11T04:40:00,50.0803,1
MCH0001,LINE-A,2026-07-11T05:20:00,50.1083,1
MCH0001,LINE-A,2026-07-11T06:00:00,50.0769,1
MCH0001,LINE-A,2026-07-11T06:40:00,50.1545,1
MCH0001,LINE-A,2026-07-11T07:20:00,50.1714,1
MCH0001,LINE-A,2026-07-11T08:00:00,50.2573,1
MCH0001,LINE-A,2026-07-11T08:40:00,50.1026,1
MCH0001,LINE-A,2026-07-11T09:20:00,50.1788,1
MCH0001,LINE-A,2026-07-11T10:00:00,50.0771,1
MCH0001,LINE-A,2026-07-11T10:40:00,50.1084,1
MCH0001,LINE-A,2026-07-11T11:20:00,50.1254,1
MCH0001,LINE-A,2026-07-11T12:00:00,50.1744,1
MCH0001,LINE-A,2026-07-11T12:40:00,50.1738,1
MCH0001,LINE-A,2026-07-11T13:20:00,50.0857,1
MCH0001,LINE-A,2026-07-11T14:00:00,50.2153,1
MCH0001,LINE-A,2026-07-11T14:40:00,50.1361,1
MCH0001,LINE-A,2026-07-11T15:20:00,50.1921,1
MCH0001,LINE-A,2026-07-11T16:00:00,50.1496,1
MCH0001,LINE-A,2026-07-11T16:40:00,50.1961,1
MCH0001,LINE-A,2026-07-11T17:20:00,50.1059,1
MCH0001,LINE-A,2026-07-11T18:00:00,50.0957,1
MCH0001,LINE-A,2026-07-11T18:40:00,50.1775,1
MCH0001,LINE-A,2026-07-11T19:20:00,50.2283,1
MCH0001,LINE-A,2026-07-11T20:00:00,50.1865,1
MCH0001,LINE-A,2026-07-11T20:40:00,50.1336,1
MCH0001,LINE-A,2026-07-11T21:20:00,50.0139,1
MCH0001,LINE-A,2026-07-11T22:00:00,50.2916,1
MCH0001,LINE-A,2026-07-11T22:40:00,50.2227,1
MCH0001,LINE-A,2026-07-11T23:20:00,50.2587,1
MCH0001,LINE-A,2026-07-12T00:00:00,50.2573,1
MCH0001,LINE-A,2026-07-12T00:40:00,50.1602,1
MCH0001,LINE-A,2026-07-12T01:20:00,50.1066,1
MCH0001,LINE-A,2026-07-12T02:00:00,50.1789,1
MCH0001,LINE-A,2026-07-12T02:40:00,50.2093,1
MCH0001,LINE-A,2026-07-12T03:20:00,50.226,1
MCH0001,LINE-A,2026-07-12T04:00:00,50.1921,1
MCH0001,LINE-A,2026-07-12T04:40:00,50.2241,1
MCH0001,LINE-A,2026-07-12T05:20:00,50.146,1
MCH0001,LINE-A,2026-07-12T06:00:00,50.2021,1
MCH0001,LINE-A,2026-07-12T06:40:00,50.1561,1
MCH0001,LINE-A,2026-07-12T07:20:00,50.1932,1
MCH0001,LINE-A,2026-07-12T08:00:00,50.1355,1
MCH0001,LINE-A,2026-07-12T08:40:00,50.1109,1
MCH0001,LINE-A,2026-07-12T09:20:00,50.1562,1
MCH0001,LINE-A,2026-07-12T10:00:00,50.1655,1
MCH0001,LINE-A,2026-07-12T10:40:00,50.2788,1
MCH0001,LINE-A,2026-07-12T11:20:00,50.2812,1
MCH0001,LINE-A,2026-07-12T12:00:00,50.1991,1
MCH0001,LINE-A,2026-07-12T12:40:00,50.183,1
MCH0001,LINE-A,2026-07-12T13:20:00,50.3434,0
MCH0001,LINE-A,2026-07-12T14:00:00,50.2346,1
MCH0001,LINE-A,2026-07-12T14:40:00,50.2402,1
MCH0001,LINE-A,2026-07-12T15:20:00,50.1939,1
MCH0001,LINE-A,2026-07-12T16:00:00,50.2286,1
MCH0001,LINE-A,2026-07-12T16:40:00,50.1814,1
MCH0001,LINE-A,2026-07-12T17:20:00,50.2132,1
MCH0001,LINE-A,2026-07-12T18:00:00,50.2917,1
MCH0001,LINE-A,2026-07-12T18:40:00,50.1917,1
MCH0001,LINE-A,2026-07-12T19:20:00,50.2523,1
MCH0001,LINE-A,2026-07-12T20:00:00,50.2997,1
MCH0001,LINE-A,2026-07-12T20:40:00,50.2873,1
MCH0001,LINE-A,2026-07-12T21:20:00,50.2309,1
MCH0001,LINE-A,2026-07-12T22:00:00,50.2622,1
MCH0001,LINE-A,2026-07-12T22:40:00,50.2512,1
MCH0001,LINE-A,2026-07-12T23:20:00,50.1706,1
MCH0001,LINE-A,2026-07-13T00:00:00,50.3031,0
MCH0001,LINE-A,2026-07-13T00:40:00,50.2132,1
MCH0001,LINE-A,2026-07-13T01:20:00,50.2778,1
MCH0001,LINE-A,2026-07-13T02:00:00,50.2432,1
MCH0001,LINE-A,2026-07-13T02:40:00,50.2819,1
